,text,agg,conds
24434,which administrative panel has a nominated by the taoiseach smaller than 0,2,1
24435,"which labour panel has an industrial and commercial panel of 9, and a university of dublin smaller than 3",5,2
24436,"which total has a labour panel smaller than 5, an administrative panel smaller than 1, and a national university of ireland smaller than 2",3,3
24437,"which agricultural panel has a nominated by the taoiseach larger than 6, and a total larger than 60",4,2
24438,what is team 1 when team 2 is jac port-gentil,0,1
24439,what was team 2 with a 2nd leg of 0-0,0,1
24440,what is the 1st leg of the round that has a 2nd leg of 1-3 and team 1 es tunis,0,2
24441,"what is winning score, when tournament is joburg open 1, and when date is 17 jan 2010",0,2
24442,"what is date, when tournament is alfred dunhill championship 1",0,1
24443,"what is tournament, when margin is victory of 6 strokes",0,1
24444,"what is winning score, when date is 17 jan 2010",0,1
24445,"what is tournament, when runner(s)-up is garth mulroy",0,1
24446,"what is runner(s)-up, when margin of victory is 1 stroke, and when tournament is joburg open 1",0,2
24447,what is the points sum of the series with less than 0 poles,4,1
24448,"what is the sum of the races in the 2007 season, which has more than 4 podiums",4,2
24449,"what is the sum of the poles of team la filière, which has less than 162 points",4,2
24450,"what is the average number of points in the 2012 season, which has less than 1 wins and less than 0 podiums",5,3
24451,how many poles had a moto2 class,0,1
24452,"what is the sum of the cultural and educational panels that have an administrative panel greater than 1, an agricultural panel of 11 and a university of dublin smaller than 3",4,3
24453,what is the sum of agricultural panels that have an industrial and commercial panel smaller than 0,4,1
24454,"what is the lowest number of national university of ireland that has a cultural and educational panel of 0, and a labour panel smaller than 1",2,2
24455,"what is the total of industrial and commercial panels that have a labour panel greater than 1, a nominated by the taoiseach lesss than 11 and a cultural and educational panel smaller than 0",3,3
24456,what was the highest number of goals when 2428 minutes were played,1,1
24457,what is the number of minutes when there are more than 4 goals and 3 assists,0,2
24458,"what is the total number of assists when edmundo rodriguez is playing the position of striker, less than 4 goals were scored, and the minutes were less than 473",3,4
24459,what is the least erp w when the freguency mhz is 89.3 fm,2,1
24460,call sign k216fo has what average erp w,5,1
24461,what city does call sign k248am have its license in,0,1
24462,what call sign has erp w greater than 197,0,1
24463,how many points did costa score in the macau grand prix since 2011,0,2
24464,which teams had the 1st position and entered 1 race,0,2
24465,how many points did carlin have when they had 3 wins,0,2
24466,"how many points have an against smaller than 43, and a position smaller than 1",4,2
24467,"how many drawn have a position of 7, and points larger than 18",3,2
24468,"how many against have a team of hespanha, and points smaller than 30",3,2
24469,"which points is the average one that has drawn of 3, and a played smaller than 22",5,2
24470,"how much played has an against larger than 37, and a lost of 15, and points smaller than 11",4,3
24471,which artist has the spoofed title miscue 911,0,1
24472,which spoofed title is from february 1998,0,1
24473,which artist has a spoofed title in june 1992,0,1
24474,"what was the average number of laps completed by ktm riders, with times of +56.440 and grid values under 11",5,3
24475,what was the highest grid value for riders with manufacturer of aprilia and time of +1.660,1,2
24476,what round against aleksander emelianenko had a time of 5:00,0,2
24477,"in 1958, what has the irfu all-stars home venue",0,2
24478,on what date was the venue at exhibition stadium,0,1
24479,"before 1957, what was the largest in attendance at varsity stadium",1,2
24480,what is the time with a score that is 65-19,0,1
24481,what is the time with an away that is broadview hawks,0,1
24482,"which position has an against of 32, and a difference of 18, and a drawn larger than 4",4,3
24483,"which position has an against smaller than 49, and a drawn of 4",1,2
24484,"which played has a drawn of 5, and a team of palmeiras, and a position smaller than 6",1,3
24485,what team played on november 17,0,1
24486,what is the comp when the ryds is 2,0,1
24487,what is the ratt when the comp is 48,0,1
24488,what is the ratt when the long is 73,0,1
24489,"what is the ryds when the ratt was 2, and the comp is 41",0,2
24490,what is the long when the ryds is 18,0,1
24491,what is the ravg when the ratt is 3,0,1
24492,who was the runner-up for the merrill lynch/golf digest commemorative pro-am tournament,0,1
24493,what was the margin of victory when the winning score was –14 (70-68-67=205),0,1
24494,who were the runner(s)-up when the winning score was –10 (69-68-74-67=278),0,1
24495,who was the runner-up for the mazda senior tournament players championship tournament when the margin of victory was 2 strokes,0,2
24496,when was the last title of the team with a home ground of sydney cricket ground,0,1
24497,how many people were in attendance for the game week 15,3,1
24498,what is the highest number of people in attendance in the game against the buffalo bills in a week later than 14,1,2
24499,"what is the average week when there were more than 63,866 people in attendance on september 7, 1981",5,2
24500,"what is the average attendance for the game on november 1, 1981",5,1
24501,what position is played by the player from the chicago cubs,0,1
24502,what is the name of the outfielder that was picked prior to pick 42,0,2
24503,"what is the week when anke huber chanda rubin shows for semi finalists, and the runner-up is meredith mcgrath larisa savchenko",0,2
24504,what is the semi finalists when the runner-up was katrina adams zina garrison-jackson,0,1
24505,what is the winner when anke huber chanda rubin was semi finalist,0,1
24506,what is the tier when the runner-up is chanda rubin caroline vis,0,1
24507,"what is the week when the winner was mary joe fernández 6–4, 7–5",0,1
24508,"what is the runner-up with the tier was tier ii, and a winner of gigi fernández natalia zvereva 5–7, 6–1, 6–4",0,2
24509,which week had safe as the result and dolly parton as the theme,0,2
24510,on which week was the beatles the original artist and the order # smaller than 10,0,2
24511,"on which week was the result safe and the song choice "" across the universe """,0,2
24512,which original artist had 5 as their order #,0,1
24513,which nominee was nominated in the outstanding director of a musical category,0,1
24514,what is the result for brent spiner,0,1
24515,what is the number of games for shaun stonerook,2,1
24516,what is the highest total number of medals of the nation with less than 1 bronzes and less than 0 silver medals,1,2
24517,"total weeks of 49,980 attendance",4,1
24518,"mean attendance for december 22, 1980",5,1
24519,overall attendance for week 4,0,1
24520,what was in 2007 that has a 3r of 1999,0,1
24521,what was in 2007 that is from 2004 0f 2r and 2010 of a,0,2
24522,"what is in 2001, that has the year 2006, 2r, and in 2010 an a",0,2
24523,"who was awarded after 1947 in the category of, the best actor in a leading role",0,2
